rho_lower,rho_upper,log10_tau_lower,log10_tau_upper,depth
1.4338134765625,1.43477783203125,-3.380859375,-3.375,24
1.43477783203125,1.4357421875,-3.38671875,-3.380859375,24
1.44056396484375,1.4415283203125,-3.427734375,-3.421875,24
1.4415283203125,1.44249267578125,-3.427734375,-3.421875,24
1.44249267578125,1.44345703125,-3.43359375,-3.427734375,24
1.44249267578125,1.44345703125,-3.427734375,-3.421875,24
1.4357421875,1.43670654296875,-3.404296875,-3.3984375,24
1.43670654296875,1.4376708984375,-3.41015625,-3.404296875,24
1.43670654296875,1.4376708984375,-3.404296875,-3.3984375,24
1.4376708984375,1.43863525390625,-3.416015625,-3.41015625,24
1.43863525390625,1.439599609375,-3.416015625,-3.41015625,24
1.4376708984375,1.43863525390625,-3.41015625,-3.404296875,24
1.4376708984375,1.43863525390625,-3.404296875,-3.3984375,24
1.43863525390625,1.439599609375,-3.41015625,-3.404296875,24
1.43863525390625,1.439599609375,-3.404296875,-3.3984375,24
1.4357421875,1.43670654296875,-3.3984375,-3.392578125,24
1.4357421875,1.43670654296875,-3.392578125,-3.38671875,24
1.43670654296875,1.4376708984375,-3.3984375,-3.392578125,24
1.43670654296875,1.4376708984375,-3.392578125,-3.38671875,24
1.4357421875,1.43670654296875,-3.38671875,-3.380859375,24
1.4376708984375,1.43863525390625,-3.3984375,-3.392578125,24
1.43863525390625,1.439599609375,-3.3984375,-3.392578125,24
1.439599609375,1.44056396484375,-3.421875,-3.416015625,24
1.439599609375,1.44056396484375,-3.416015625,-3.41015625,24
1.44056396484375,1.4415283203125,-3.421875,-3.416015625,24
1.44056396484375,1.4415283203125,-3.416015625,-3.41015625,24
1.439599609375,1.44056396484375,-3.41015625,-3.404296875,24
1.439599609375,1.44056396484375,-3.404296875,-3.3984375,24
